ID_клиента,Возраст,Пол,Город,Банк,Тип_клиента,Канал_обслуживания,Кредитный_рейтинг,Срок_обслуживания_лет,Баланс,Количество_продуктов,Есть_кредитная_карта,Активный_клиент,Примерная_зарплата,Количество_жалоб,Обращения_в_поддержку,Использование_приложения_в_месяц,Сумма_кредитов,Просрочки_по_кредитам,Средняя_оценка_сервиса,Отток
4670,42,Мужчина,Алматы,Kaspi Bank,Премиальный,Мобильное приложение,730,9,0.0,3,1,0,261015.62,0,2,15,1042290.3,0,3.6,0
4671,49,Мужчина,Астана,Jusan Bank,Обычный,Мобильное приложение,688,0,72674.23,2,1,1,257885.78,0,2,18,1203900.71,0,2.9,0
4672,22,Мужчина,Караганда,Kaspi Bank,Новый,Колл-центр,804,2,29149.44,1,1,1,120364.43,1,1,12,1976181.81,0,4.5,0
4673,47,Женщина,Астана,Kaspi Bank,Обычный,Мобильное приложение,604,7,290468.42,1,1,0,256173.81,1,0,15,1064516.45,1,3.8,0
4674,29,Женщина,Алматы,Bereke Bank,Обычный,Отделение,699,7,106875.24,1,1,0,242863.55,0,1,5,126208.33,1,4.0,0
4675,51,Женщина,Астана,Kaspi Bank,Новый,Колл-центр,850,1,186272.48,3,0,1,142476.25,1,2,15,947254.5,0,2.9,1
4676,30,Мужчина,Павлодар,ForteBank,Новый,Отделение,723,10,49857.56,3,1,0,213497.43,1,5,6,2198528.24,1,5.0,0
4677,50,Мужчина,Шымкент,Bereke Bank,Новый,Колл-центр,663,0,57871.79,2,0,1,243545.32,0,4,7,1174333.75,1,3.9,0
4678,55,Женщина,Караганда,ForteBank,Обычный,Отделение,625,4,35238.48,3,0,1,316364.08,3,2,14,911181.56,0,4.2,0
4679,52,Мужчина,Астана,Jusan Bank,Обычный,Интернет-банк,562,0,135715.27,3,1,0,128221.78,1,3,11,1144450.93,0,4.5,0
4680,45,Женщина,Алматы,Bereke Bank,Новый,Отделение,623,7,64291.72,1,1,0,106697.48,0,4,2,1422879.31,1,3.2,0
4681,39,Женщина,Алматы,Jusan Bank,Премиальный,Отделение,576,8,123922.25,2,0,1,196286.37,0,1,12,372392.49,1,5.0,0
4682,35,Мужчина,Астана,Halyk Bank,Премиальный,Отделение,629,1,117211.61,1,0,1,74502.74,1,1,0,846433.93,1,2.9,0
4683,59,Женщина,Алматы,Halyk Bank,Новый,Интернет-банк,640,10,147378.05,2,0,1,127092.77,2,1,5,993349.09,0,4.0,0
4684,33,Женщина,Астана,Halyk Bank,Новый,Мобильное приложение,738,3,76261.39,2,0,1,243796.98,0,6,6,2001325.22,0,3.0,0
4685,29,Женщина,Шымкент,Jusan Bank,Обычный,Отделение,613,5,92844.9,2,1,0,171529.09,0,2,9,1135876.69,2,4.7,0
4686,49,Мужчина,Караганда,Jusan Bank,Новый,Мобильное приложение,596,6,255893.11,2,1,1,180391.06,0,1,23,860521.13,0,3.9,0
4687,32,Мужчина,Алматы,Jusan Bank,Новый,Мобильное приложение,729,4,39608.96,4,1,0,257923.56,3,1,14,620510.88,1,3.9,0
4688,30,Мужчина,Караганда,ForteBank,Обычный,Интернет-банк,712,0,123874.46,1,1,0,165155.53,1,1,9,564893.91,1,3.0,0
4689,24,Мужчина,Шымкент,Halyk Bank,Премиальный,Мобильное приложение,628,6,125186.95,1,0,0,146545.25,0,2,16,648034.34,1,4.8,0
4690,36,Мужчина,Алматы,Halyk Bank,Премиальный,Отделение,704,6,88264.83,2,1,1,125959.65,0,0,6,1349463.2,2,4.9,0
4691,41,Женщина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,626,4,21345.31,2,1,1,62006.9,0,2,10,369475.33,2,3.4,0
4692,44,Женщина,Шымкент,Jusan Bank,Обычный,Колл-центр,630,1,60533.83,1,0,1,314918.95,2,2,4,1108048.62,0,2.5,0
4693,53,Женщина,Астана,Kaspi Bank,Обычный,Колл-центр,789,1,86162.15,3,1,1,105244.85,1,4,4,1327101.23,0,4.7,0
4694,48,Мужчина,Алматы,Halyk Bank,Обычный,Мобильное приложение,637,8,90518.9,1,1,1,113616.98,1,2,19,1414677.3,3,4.3,0
4695,39,Женщина,Алматы,Jusan Bank,Обычный,Мобильное приложение,613,8,54608.18,2,0,1,279364.82,1,1,14,683652.06,0,3.3,0
4696,39,Мужчина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,651,10,97390.39,2,1,0,114819.89,1,0,30,299494.43,2,4.8,0
4697,48,Женщина,Павлодар,Bereke Bank,Обычный,Мобильное приложение,473,3,133798.79,2,1,0,187544.95,0,2,1,134893.94,2,4.6,0
4698,57,Женщина,Караганда,Kaspi Bank,Новый,Колл-центр,634,3,30703.31,2,1,0,223862.38,0,3,0,448241.46,0,3.9,0
4699,43,Женщина,Астана,Bereke Bank,Новый,Мобильное приложение,672,6,110750.47,1,1,0,124144.33,1,1,13,749214.13,0,2.5,0
4700,36,Женщина,Павлодар,Halyk Bank,Премиальный,Колл-центр,828,4,114304.36,1,0,1,192787.02,2,4,0,811931.23,0,4.0,0
4701,30,Женщина,Шымкент,Kaspi Bank,Обычный,Мобильное приложение,658,0,107240.22,3,1,0,264884.45,0,3,6,1032473.59,0,4.6,0
4702,24,Мужчина,Караганда,ForteBank,Обычный,Мобильное приложение,689,4,189881.73,4,1,1,285394.85,1,1,4,566001.28,1,4.5,1
4703,49,Мужчина,Алматы,Jusan Bank,Обычный,Мобильное приложение,681,3,192261.81,2,0,1,184974.76,3,3,19,722459.97,0,4.7,0
4704,48,Мужчина,Шымкент,Halyk Bank,Обычный,Мобильное приложение,850,2,151072.04,4,1,1,158335.5,2,5,0,571386.64,0,3.4,0
4705,48,Мужчина,Алматы,ForteBank,Новый,Мобильное приложение,740,0,174681.99,4,0,0,232887.84,2,3,5,1066025.4,0,4.8,0
4706,40,Женщина,Астана,Bereke Bank,Новый,Мобильное приложение,519,8,151292.94,3,0,0,128844.55,0,1,8,625539.87,1,3.1,0
4707,58,Мужчина,Алматы,Kaspi Bank,Обычный,Интернет-банк,760,3,146630.15,3,0,1,231449.6,0,0,18,342757.13,1,2.2,0
4708,36,Женщина,Алматы,Jusan Bank,Новый,Интернет-банк,564,2,52574.77,2,0,1,250169.75,2,1,8,1417703.42,3,3.4,0
4709,53,Мужчина,Алматы,Kaspi Bank,Обычный,Отделение,591,7,114240.41,1,0,0,246521.04,2,2,4,1124559.32,1,3.1,0
4710,41,Мужчина,Астана,Halyk Bank,Новый,Отделение,533,6,208908.17,1,1,1,175452.81,3,1,14,1407619.45,0,4.4,0
4711,34,Женщина,Актобе,Kaspi Bank,Новый,Интернет-банк,814,5,95550.75,1,0,0,155717.32,0,6,8,444185.34,0,3.8,0
4712,49,Мужчина,Астана,Halyk Bank,Премиальный,Колл-центр,756,10,109988.65,3,1,1,293913.61,0,2,8,1059009.87,1,3.3,0
4713,46,Женщина,Актобе,Kaspi Bank,Обычный,Мобильное приложение,760,5,189871.22,1,0,1,178615.56,1,2,12,417526.81,1,3.7,0
4714,46,Женщина,Шымкент,Halyk Bank,Обычный,Колл-центр,743,1,116068.89,1,1,1,242744.88,1,2,27,0.0,0,3.5,0
4715,42,Мужчина,Астана,Halyk Bank,Новый,Мобильное приложение,712,8,113454.46,2,1,1,169191.61,0,1,10,814638.82,0,3.1,0
4716,41,Женщина,Алматы,ForteBank,Новый,Мобильное приложение,621,0,119750.95,4,0,1,132513.76,1,2,14,970786.79,0,4.2,0
4717,70,Мужчина,Павлодар,ForteBank,Обычный,Отделение,668,3,96607.14,1,0,0,132565.93,0,2,7,1273196.66,0,4.2,0
4718,56,Женщина,Алматы,ForteBank,Новый,Колл-центр,603,3,138627.36,1,1,1,208363.67,0,4,6,1394097.67,0,2.4,0
4719,50,Женщина,Шымкент,Kaspi Bank,Обычный,Мобильное приложение,573,10,88197.16,1,1,0,269671.07,0,1,25,851146.41,0,4.6,0
4720,43,Мужчина,Шымкент,Bereke Bank,Обычный,Мобильное приложение,592,8,79926.57,1,1,0,187518.64,1,1,0,213767.5,0,3.2,0
4721,54,Женщина,Астана,Halyk Bank,Обычный,Интернет-банк,850,2,160378.52,3,1,1,175525.35,1,1,22,0.0,0,4.7,1
4722,48,Мужчина,Алматы,Kaspi Bank,Обычный,Колл-центр,615,8,63028.25,1,1,1,168829.62,2,1,10,245075.74,0,3.4,0
4723,42,Женщина,Астана,Halyk Bank,Обычный,Отделение,740,1,216799.56,1,1,0,175866.94,0,1,18,1631943.9,1,4.5,0
4724,38,Женщина,Актобе,ForteBank,Обычный,Отделение,836,0,15023.61,1,1,0,350187.5,3,2,0,905887.02,0,3.8,0
4725,41,Женщина,Актобе,Kaspi Bank,Обычный,Колл-центр,720,6,0.0,1,0,1,314782.39,3,3,11,1176801.28,1,5.0,0
4726,18,Женщина,Павлодар,Kaspi Bank,Обычный,Мобильное приложение,579,1,94775.53,2,1,1,149596.36,1,2,0,1026810.51,0,2.4,0
4727,44,Мужчина,Алматы,Jusan Bank,Новый,Мобильное приложение,583,0,138507.56,3,0,1,124456.17,1,1,22,0.0,0,3.8,0
4728,36,Женщина,Астана,Halyk Bank,Обычный,Мобильное приложение,660,10,23203.35,2,1,1,212164.43,0,1,25,983599.81,0,3.9,0
4729,61,Мужчина,Алматы,Halyk Bank,Обычный,Интернет-банк,850,8,137026.17,2,1,0,198822.26,1,2,11,1056736.28,0,5.0,0
4730,42,Женщина,Павлодар,Bereke Bank,Обычный,Колл-центр,778,7,120286.61,2,1,1,128080.71,3,4,7,1251950.02,1,2.0,0
4731,27,Мужчина,Астана,Kaspi Bank,Новый,Мобильное приложение,698,2,185763.79,2,1,0,282510.69,0,7,17,1167592.21,0,4.2,0
4732,41,Женщина,Астана,ForteBank,Премиальный,Мобильное приложение,631,1,113797.73,1,1,1,208656.26,1,3,12,616269.71,0,4.0,0
4733,29,Женщина,Актобе,Halyk Bank,Обычный,Интернет-банк,684,0,109669.09,2,1,1,203769.04,1,2,27,439628.21,0,4.8,0
4734,47,Женщина,Астана,Kaspi Bank,Премиальный,Отделение,667,9,146736.69,2,0,1,159751.88,0,2,16,555126.61,0,3.6,0
4735,45,Мужчина,Астана,Kaspi Bank,Обычный,Мобильное приложение,666,3,140193.25,1,1,1,246667.18,2,1,12,813464.39,0,4.2,0
4736,53,Женщина,Алматы,ForteBank,Новый,Мобильное приложение,571,5,110820.63,3,1,1,68986.64,1,2,15,618430.05,0,4.8,0
4737,32,Женщина,Астана,Kaspi Bank,Новый,Колл-центр,569,10,35127.33,2,1,0,173387.44,2,2,4,1205558.74,0,4.6,0
4738,42,Женщина,Актобе,ForteBank,Премиальный,Мобильное приложение,679,1,141438.76,3,0,1,89444.39,1,2,8,950615.31,0,4.2,0
4739,25,Мужчина,Астана,Bereke Bank,Обычный,Отделение,545,5,187123.05,2,0,1,134783.11,0,2,21,609135.98,1,3.0,0
4740,50,Женщина,Алматы,Jusan Bank,Новый,Отделение,593,4,21304.09,2,1,1,50000.0,0,4,22,1050023.54,1,4.6,0
4741,48,Мужчина,Алматы,Halyk Bank,Премиальный,Отделение,652,0,51231.66,3,1,1,50000.0,5,1,21,1173017.9,0,4.4,0
4742,47,Мужчина,Астана,Kaspi Bank,Обычный,Отделение,679,9,72313.26,2,1,1,202599.14,3,2,11,1489065.15,0,5.0,0
4743,42,Мужчина,Шымкент,Halyk Bank,Обычный,Отделение,750,6,165881.78,2,0,1,195682.75,2,1,7,717734.26,0,3.6,0
4744,46,Мужчина,Алматы,Halyk Bank,Обычный,Мобильное приложение,537,6,136541.86,1,1,0,281469.45,1,0,13,734788.81,2,3.0,0
4745,61,Мужчина,Шымкент,Bereke Bank,Обычный,Отделение,537,4,47371.38,1,1,1,242044.15,3,2,6,1054492.35,1,3.9,0
4746,38,Мужчина,Астана,Bereke Bank,Новый,Мобильное приложение,767,3,124657.24,2,0,1,60461.47,1,4,16,129012.52,1,3.7,0
4747,43,Мужчина,Караганда,Halyk Bank,Обычный,Мобильное приложение,800,1,79615.9,3,0,0,251150.65,1,3,9,1541172.72,2,3.3,0
4748,28,Женщина,Алматы,Kaspi Bank,Обычный,Отделение,556,6,91782.58,1,1,1,252960.05,2,2,26,810251.6,1,3.1,0
4749,31,Женщина,Караганда,Bereke Bank,Обычный,Отделение,573,7,71638.29,3,1,1,132849.74,1,3,20,85411.36,0,4.2,0
4750,43,Мужчина,Астана,Jusan Bank,Обычный,Колл-центр,699,8,64238.14,2,1,0,387656.6,2,4,9,1334100.24,0,4.0,0
4751,55,Женщина,Астана,Halyk Bank,Обычный,Колл-центр,654,5,18605.26,3,1,1,228247.99,3,3,18,871528.94,0,5.0,0
4752,38,Женщина,Павлодар,Halyk Bank,Обычный,Мобильное приложение,655,10,155346.72,2,1,1,165208.45,2,0,14,1430025.69,0,5.0,0
4753,39,Женщина,Алматы,Halyk Bank,Обычный,Мобильное приложение,579,1,265450.74,2,1,1,231946.56,2,4,1,1146942.67,0,5.0,0
4754,37,Мужчина,Астана,Bereke Bank,Обычный,Мобильное приложение,714,0,111229.42,3,0,1,293052.69,3,2,22,1060816.55,0,3.1,1
4755,35,Мужчина,Астана,Kaspi Bank,Премиальный,Мобильное приложение,628,1,144539.19,2,1,0,192603.43,0,3,11,904172.92,0,4.8,0
4756,45,Женщина,Астана,Jusan Bank,Обычный,Отделение,625,2,137845.78,2,0,0,200610.9,1,3,11,1071905.83,0,4.1,0
4757,24,Мужчина,Астана,Kaspi Bank,Премиальный,Мобильное приложение,548,0,147731.4,1,1,1,109889.82,2,2,20,652341.44,0,4.3,0
4758,57,Мужчина,Алматы,Bereke Bank,Обычный,Отделение,721,4,54396.15,1,0,1,196922.4,1,3,15,821326.99,0,5.0,0
4759,34,Мужчина,Шымкент,Halyk Bank,Новый,Интернет-банк,617,6,101464.89,1,1,1,246613.48,0,1,14,934453.19,0,3.6,0
4760,50,Мужчина,Шымкент,Kaspi Bank,Обычный,Колл-центр,645,8,92971.85,2,1,0,197190.28,1,3,22,1194004.44,0,4.1,1
4761,26,Женщина,Караганда,Kaspi Bank,Новый,Колл-центр,757,5,160452.41,2,1,0,147428.54,1,3,12,1516181.76,0,2.7,0
4762,50,Мужчина,Алматы,Halyk Bank,Обычный,Колл-центр,555,7,126333.61,2,1,1,173184.89,4,3,12,971289.99,0,4.5,0
4763,50,Женщина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,642,1,181837.32,3,1,1,183241.47,0,4,3,432556.42,0,5.0,0
4764,46,Женщина,Шымкент,ForteBank,Премиальный,Колл-центр,509,4,137875.34,1,0,0,225344.86,3,1,20,720202.24,0,3.4,0
4765,30,Женщина,Алматы,Kaspi Bank,Новый,Мобильное приложение,602,10,195825.13,1,1,1,138720.9,1,2,0,626005.97,0,3.8,0
4766,44,Мужчина,Шымкент,Kaspi Bank,Премиальный,Мобильное приложение,765,8,172245.33,2,1,1,258667.85,1,2,16,582366.19,0,4.5,0
4767,27,Мужчина,Алматы,Halyk Bank,Премиальный,Мобильное приложение,511,6,115081.6,1,0,0,161116.64,2,1,12,1150029.04,0,4.2,0
4768,38,Женщина,Астана,Halyk Bank,Новый,Мобильное приложение,671,6,20788.27,2,1,1,112331.43,4,2,12,636978.33,0,2.8,1
4769,54,Мужчина,Актобе,Halyk Bank,Премиальный,Отделение,794,2,157061.77,2,1,1,50000.0,1,5,20,647749.93,1,3.4,0
4770,51,Женщина,Караганда,Halyk Bank,Обычный,Мобильное приложение,699,2,190283.36,2,1,0,62640.7,2,3,15,1126698.37,0,3.1,1
4771,42,Мужчина,Шымкент,ForteBank,Новый,Интернет-банк,597,1,122720.48,3,1,0,226560.64,1,0,3,214506.24,0,5.0,0
4772,30,Женщина,Актобе,Halyk Bank,Премиальный,Интернет-банк,549,8,112412.14,1,0,1,137266.29,2,1,14,1539033.78,1,5.0,0
4773,49,Женщина,Шымкент,Kaspi Bank,Обычный,Интернет-банк,476,3,106765.13,1,1,0,145331.51,2,2,15,138721.33,0,2.2,0
4774,42,Женщина,Астана,Kaspi Bank,Обычный,Колл-центр,790,8,109549.12,1,0,0,194591.35,0,1,5,1250542.62,0,5.0,0
4775,18,Женщина,Павлодар,Kaspi Bank,Обычный,Интернет-банк,612,3,117139.92,2,0,1,53201.3,0,2,20,559424.74,0,4.1,0
4776,51,Мужчина,Шымкент,ForteBank,Новый,Мобильное приложение,487,7,184332.02,3,1,1,71923.08,3,1,4,1442948.08,0,3.3,0
4777,41,Мужчина,Шымкент,Halyk Bank,Обычный,Мобильное приложение,558,0,94401.23,4,1,0,203600.34,2,5,5,1020064.44,0,3.4,0
4778,56,Мужчина,Астана,Halyk Bank,Новый,Мобильное приложение,552,0,154248.19,4,0,1,216701.43,4,2,12,503589.05,1,3.8,0
4779,28,Мужчина,Актобе,Jusan Bank,Новый,Отделение,605,5,152073.92,2,0,1,187929.78,1,5,0,1300684.25,1,3.8,0
4780,18,Женщина,Алматы,Halyk Bank,Премиальный,Колл-центр,850,5,131610.54,2,1,1,221649.7,0,3,6,550721.3,0,4.5,0
4781,45,Мужчина,Алматы,Halyk Bank,Премиальный,Мобильное приложение,733,6,199811.37,1,1,0,243326.2,4,1,5,1480615.92,0,4.9,1
4782,45,Мужчина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,693,6,37476.36,2,1,1,286324.79,0,1,16,868456.15,0,3.6,0
4783,21,Женщина,Алматы,ForteBank,Новый,Отделение,757,9,31523.28,1,1,1,203446.61,1,2,6,259868.6,0,4.3,0
4784,30,Мужчина,Алматы,ForteBank,Обычный,Мобильное приложение,815,2,69793.12,1,0,0,111804.11,1,6,18,620267.1,3,3.2,0
4785,75,Женщина,Актобе,Jusan Bank,Премиальный,Колл-центр,697,8,87947.77,2,1,1,155436.72,3,3,8,555420.33,0,4.2,0
4786,38,Мужчина,Шымкент,Jusan Bank,Новый,Мобильное приложение,779,8,152416.67,2,1,1,126191.6,2,0,6,676941.43,0,5.0,0
4787,50,Мужчина,Алматы,Jusan Bank,Новый,Интернет-банк,592,2,99334.62,1,1,1,216113.43,2,1,14,197697.31,1,2.8,0
4788,34,Женщина,Караганда,Jusan Bank,Премиальный,Интернет-банк,572,6,84104.88,4,1,0,89544.43,1,0,19,409925.62,0,3.7,0
4789,18,Женщина,Астана,Halyk Bank,Обычный,Мобильное приложение,557,3,210188.59,4,1,0,63218.95,1,2,20,172331.07,3,5.0,0
4790,39,Мужчина,Астана,Halyk Bank,Новый,Интернет-банк,676,5,104112.05,2,1,1,269713.08,1,2,14,331601.94,1,3.3,1
4791,38,Мужчина,Астана,Bereke Bank,Новый,Интернет-банк,413,5,137797.97,4,1,1,88120.02,1,3,20,645395.12,0,4.1,0
4792,37,Мужчина,Актобе,Bereke Bank,Премиальный,Отделение,769,4,108339.17,1,1,0,70254.36,1,4,13,1779028.78,1,2.9,0
4793,40,Мужчина,Алматы,Halyk Bank,Обычный,Колл-центр,605,5,234999.57,3,1,0,238508.56,1,2,9,817065.77,1,3.9,0
4794,45,Мужчина,Алматы,Halyk Bank,Новый,Мобильное приложение,724,6,146872.74,4,1,0,111006.18,1,2,13,1274292.02,0,5.0,0
4795,40,Женщина,Алматы,Jusan Bank,Премиальный,Интернет-банк,524,1,162800.45,2,0,0,197107.1,0,0,14,0.0,1,3.6,0
4796,26,Мужчина,Шымкент,Halyk Bank,Обычный,Мобильное приложение,750,10,88945.16,1,1,1,144394.59,0,2,0,1325667.93,1,3.8,1
4797,47,Мужчина,Шымкент,Kaspi Bank,Новый,Интернет-банк,774,6,222305.34,2,0,1,179902.51,2,0,7,1007401.79,1,4.2,0
4798,18,Женщина,Алматы,ForteBank,Обычный,Мобильное приложение,659,6,162696.17,2,1,0,200737.01,0,1,13,769040.45,0,4.1,0
4799,18,Мужчина,Алматы,Kaspi Bank,Новый,Колл-центр,697,6,61379.44,2,1,1,97216.33,2,3,8,860185.09,0,3.5,0
4800,50,Мужчина,Шымкент,Halyk Bank,Обычный,Мобильное приложение,557,9,130723.97,3,0,0,220100.93,2,1,26,1294429.94,0,4.4,0
4801,48,Женщина,Шымкент,Jusan Bank,Обычный,Мобильное приложение,654,4,227295.61,1,1,0,288913.44,3,3,11,319462.4,1,3.1,0
4802,41,Мужчина,Астана,Kaspi Bank,Обычный,Интернет-банк,737,2,214867.08,2,0,0,144746.4,4,2,8,1533984.1,1,1.3,0
4803,25,Женщина,Актобе,Bereke Bank,Обычный,Отделение,622,4,0.0,2,1,1,199054.92,0,1,7,1366315.11,0,5.0,0
4804,33,Мужчина,Павлодар,Bereke Bank,Обычный,Колл-центр,787,0,103918.4,1,0,0,107454.29,2,3,19,530323.67,0,4.5,0
4805,38,Мужчина,Алматы,Jusan Bank,Обычный,Отделение,489,4,108731.12,4,1,0,196782.99,0,3,9,736433.35,0,5.0,0
4806,22,Мужчина,Шымкент,Bereke Bank,Новый,Интернет-банк,620,2,113172.72,1,1,1,183701.09,0,1,14,909340.97,0,5.0,0
4807,33,Мужчина,Алматы,Halyk Bank,Премиальный,Колл-центр,477,6,43560.09,2,1,0,185691.31,1,0,26,1177125.67,1,4.1,1
4808,49,Мужчина,Шымкент,Halyk Bank,Новый,Мобильное приложение,678,10,125538.46,2,0,1,188742.94,0,1,13,1061665.9,0,3.6,0
4809,59,Мужчина,Астана,Jusan Bank,Обычный,Колл-центр,630,3,77819.04,1,1,0,147370.5,1,2,13,443506.34,0,4.1,1
4810,36,Женщина,Алматы,Halyk Bank,Новый,Мобильное приложение,634,5,203932.51,1,1,1,236247.97,0,0,1,868542.84,0,3.4,0
4811,51,Женщина,Караганда,Halyk Bank,Обычный,Колл-центр,716,5,98473.98,2,0,1,159223.14,1,3,12,1013428.7,0,3.9,0
4812,19,Мужчина,Караганда,ForteBank,Новый,Мобильное приложение,624,10,2811.46,2,0,0,231304.03,1,2,13,433720.92,0,4.4,0
4813,49,Женщина,Алматы,ForteBank,Новый,Отделение,850,10,192897.62,2,1,0,172562.19,1,2,5,1960086.38,0,4.9,0
4814,32,Женщина,Алматы,Jusan Bank,Обычный,Колл-центр,722,3,50060.44,2,1,1,160943.89,1,2,10,1046274.82,2,4.9,0
4815,45,Женщина,Астана,ForteBank,Обычный,Отделение,652,0,177743.83,3,1,1,210323.79,1,1,15,984428.1,0,4.8,0
4816,39,Мужчина,Шымкент,ForteBank,Обычный,Отделение,589,2,23187.35,1,1,0,126462.62,2,1,9,1233359.7,0,5.0,0
4817,57,Женщина,Караганда,ForteBank,Новый,Интернет-банк,568,2,37626.2,1,1,0,196271.15,1,2,12,1100488.82,1,4.9,0
4818,31,Мужчина,Астана,Halyk Bank,Новый,Мобильное приложение,689,5,5990.7,3,1,1,88797.97,0,4,17,1089225.96,0,3.8,0
4819,49,Мужчина,Шымкент,Kaspi Bank,Обычный,Отделение,602,9,126427.58,2,0,1,195412.78,2,5,21,1144560.22,1,5.0,0
4820,38,Женщина,Караганда,Jusan Bank,Новый,Мобильное приложение,739,7,217663.77,3,1,1,111578.89,1,1,6,1345939.56,1,3.9,1
4821,40,Женщина,Астана,Kaspi Bank,Новый,Мобильное приложение,642,1,9807.44,1,0,1,274141.09,1,1,6,496668.68,1,3.0,0
4822,39,Женщина,Шымкент,Bereke Bank,Новый,Мобильное приложение,642,5,59472.67,2,0,1,317000.44,1,5,10,991412.56,0,4.3,0
4823,31,Женщина,Астана,Jusan Bank,Новый,Отделение,660,6,198442.31,1,0,0,185213.83,2,3,3,788113.79,0,2.8,1
4824,41,Мужчина,Актобе,ForteBank,Новый,Мобильное приложение,636,10,216324.31,1,1,0,165100.17,0,2,11,337688.96,0,4.4,0
4825,41,Женщина,Алматы,Bereke Bank,Обычный,Интернет-банк,674,10,135999.88,2,1,1,192358.52,2,1,15,988112.94,0,3.8,0
4826,44,Мужчина,Алматы,ForteBank,Новый,Мобильное приложение,836,2,81830.48,2,1,0,194527.66,1,4,24,921470.08,0,4.3,1
4827,43,Мужчина,Алматы,Kaspi Bank,Премиальный,Мобильное приложение,698,0,148447.17,3,1,1,88585.22,1,3,11,1150872.29,0,4.7,0
4828,51,Женщина,Караганда,Halyk Bank,Новый,Мобильное приложение,688,1,117125.44,1,1,0,73739.98,1,2,20,1066751.74,0,5.0,0
4829,53,Мужчина,Астана,Kaspi Bank,Премиальный,Мобильное приложение,720,4,164491.21,2,1,1,81541.78,3,2,14,1430650.98,0,5.0,0
4830,29,Женщина,Астана,Halyk Bank,Обычный,Мобильное приложение,640,0,116832.22,2,1,1,70144.24,0,5,16,1280823.63,0,4.9,1
4831,52,Мужчина,Павлодар,Halyk Bank,Новый,Колл-центр,563,3,79791.31,1,0,1,92447.34,0,2,14,927361.92,1,4.0,0
4832,27,Женщина,Павлодар,Jusan Bank,Новый,Мобильное приложение,378,5,49477.02,3,1,0,135071.39,1,2,5,1288725.3,0,4.8,1
4833,49,Мужчина,Павлодар,Halyk Bank,Новый,Мобильное приложение,465,10,64209.05,4,1,1,202291.84,0,4,15,179637.36,0,4.3,0
4834,49,Мужчина,Алматы,Halyk Bank,Обычный,Мобильное приложение,717,0,132242.76,2,0,0,213096.35,1,2,0,762707.6,0,3.9,0
4835,19,Женщина,Актобе,Halyk Bank,Обычный,Мобильное приложение,683,5,54393.54,1,0,0,192804.87,1,4,9,579596.24,2,4.2,0
4836,43,Мужчина,Астана,Halyk Bank,Обычный,Колл-центр,636,7,180076.89,2,0,1,56917.66,0,1,16,689517.37,0,4.0,0
4837,36,Женщина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,850,10,54326.1,1,1,0,214720.47,2,2,21,839572.28,0,3.9,0
4838,32,Женщина,Астана,Kaspi Bank,Новый,Мобильное приложение,646,0,105028.47,1,1,0,113395.96,4,3,3,1824643.24,0,4.9,1
4839,58,Женщина,Астана,Jusan Bank,Обычный,Мобильное приложение,437,7,0.0,3,1,1,217658.68,2,1,19,655785.93,1,4.3,0
4840,34,Женщина,Алматы,Halyk Bank,Обычный,Интернет-банк,717,7,118195.09,2,1,1,141591.54,1,1,18,1092789.34,1,5.0,0
4841,32,Мужчина,Астана,Kaspi Bank,Премиальный,Мобильное приложение,754,10,148022.15,3,0,1,227578.13,2,3,8,533526.45,0,4.0,0
4842,42,Женщина,Караганда,Halyk Bank,Обычный,Мобильное приложение,714,1,166887.98,3,1,0,221088.57,4,2,9,1171708.86,0,3.8,0
4843,50,Мужчина,Астана,ForteBank,Обычный,Отделение,755,2,129324.0,2,1,1,135198.26,2,0,7,920853.42,0,3.9,0
4844,40,Мужчина,Астана,Jusan Bank,Премиальный,Колл-центр,491,5,122864.57,1,0,0,190877.64,0,1,17,1258455.22,0,3.5,0
4845,55,Мужчина,Астана,Bereke Bank,Обычный,Мобильное приложение,658,7,119122.09,2,0,1,119586.5,0,2,8,1318877.22,0,3.3,0
4846,48,Женщина,Павлодар,ForteBank,Обычный,Отделение,575,4,78216.71,2,1,1,162811.33,0,3,2,1418624.84,1,4.0,0
4847,18,Женщина,Алматы,Halyk Bank,Обычный,Колл-центр,697,10,136924.78,2,0,0,244543.2,3,0,23,669467.64,0,4.5,0
4848,35,Женщина,Астана,Kaspi Bank,Премиальный,Мобильное приложение,786,8,232704.12,3,1,0,166124.56,1,3,10,470299.85,0,3.3,0
4849,35,Женщина,Алматы,Kaspi Bank,Премиальный,Интернет-банк,616,3,177989.85,2,1,0,117063.57,0,3,17,797879.61,1,3.2,1
4850,47,Женщина,Актобе,ForteBank,Обычный,Отделение,708,3,144129.86,1,0,1,56792.3,2,1,7,687457.88,0,4.5,0
4851,18,Женщина,Алматы,Halyk Bank,Новый,Отделение,571,7,115314.63,2,0,0,124179.11,2,3,16,1136183.65,1,3.3,1
4852,72,Мужчина,Астана,ForteBank,Обычный,Интернет-банк,648,4,122278.8,1,0,0,234235.76,1,1,4,1013348.73,1,4.0,0
